State,City,City_Count
State,City,City_Count
CA,El Cajon,932
MD,Rockville,931
CA,Monterey Park,930
MI,Farmington,929
WA,Auburn,923
MI,Lansing,923
CA,Madera,922
CO,Littleton,922
VA,Manassas,921
FL,Opa Locka,918
UT,Park City,916
NY,Elmsford,915
CA,Upland,914
CA,Orinda,914
NY,Nanuet,913
IL,Mundelein,913
CA,Lawndale,913
MN,Hopkins,908
FL,Lake City,907
SC,Lancaster,907
FL,Lutz,906
MD,Gaithersburg,902
PA,Bala Cynwyd,900
GA,Tucker,897
CA,Antioch,896
CT,Bridgeport,895
FL,Altamonte Springs,893
OH,Delaware,887
GA,Kennesaw,886
IL,Hinsdale,886
NY,Katonah,885
CA,Los Altos,884
NC,Wake Forest,883
MD,Annapolis,881
PA,Huntingdon Valley,875
CA,Placerville,875
FL,Deerfield Beach,874
CO,Golden,874
NY,Hopewell Junction,872
SC,Beaufort,865
AZ,Avondale,864
FL,Bonita Springs,861
CA,Lebec,860
OR,Ashland,857
CA,Sausalito,851
MD,Laurel,849
LA,Zachary,849
GA,Forest Park,849
NJ,Mount Laurel,842
NJ,East Orange,842
CA,Santa Clarita,838
NJ,Clifton,835
MI,Ann Arbor,835
FL,Palm Beach Gardens,835
CA,Lathrop,834
MI,Roseville,833
MN,Forest Lake,833
NY,Woodside,831
PA,Hanover,830
SC,Lugoff,829
SC,Inman,829
NY,Nyack,828
MI,Fenton,828
MI,Saint Clair Shores,827
NY,Elmhurst,827
MD,Upper Marlboro,819
CO,Castle Rock,819
TX,Wichita Falls,819
FL,Riverview,818
MI,Flushing,814
SC,Murrells Inlet,812
FL,Winter Garden,812
CA,La Canada Flintridge,807
AL,Clanton,806
SC,Moncks Corner,803
VA,Hampton,803
SC,Newberry,800
PA,Royersford,798
AL,Northport,797
RI,Cranston,795
CA,Pinole,793
FL,Pinellas Park,793
PA,Glenside,792
CA,Montclair,792
State,City,City_Count
VA,Midlothian,784
UT,West Jordan,783
RI,Pawtucket,781
MN,Eden Prairie,778
CA,Turlock,773
NJ,Cherry Hill,772
MI,Livonia,771
CA,Valley Village,768
FL,Palmetto,767
CA,Visalia,766
PA,Blue Bell,758
NY,Clifton Park,758
FL,Daytona Beach,756
IL,Roselle,756
CA,San Ramon,755
CA,Duarte,752
NJ,Kearny,750
WA,Marysville,749
IN,Richmond,748
PA,Jenkintown,748
WA,Kirkland,747
NC,Zebulon,746
NY,Forest Hills,746
FL,Sanford,742
FL,Gainesville,740
NY,Newburgh,740
CA,Simi Valley,740
CA,Los Alamitos,738
NY,New Rochelle,736
CA,Lancaster,735
FL,Apopka,735
VA,Leesburg,735
CA,Grass Valley,734
KY,Ft Mitchell,733
NJ,Edison,732
WA,Bellingham,732
MI,Hazel Park,731
CA,Tarzana,730
CA,Studio City,729
SC,Blythewood,729
SC,Clinton,724
VA,Annandale,721
CA,San Gabriel,721
PA,Fort Washington,720
VA,Charlottesville,719
SC,Ridgeville,719
TX,Pasadena,718
FL,Venice,718
MA,Billerica,717
VA,Stafford,716
NC,Asheville,716
PA,Ephrata,715
NY,Watervliet,708
CT,Greenwich,708
AL,Madison,707
OR,Springfield,707
MD,Hagerstown,707
CT,Meriden,706
PA,Harleysville,705
GA,McDonough,705
NY,West Nyack,705
OR,La Grande,703
GA,Hephzibah,703
CA,Victorville,702
WA,Lakewood,701
GA,Smyrna,700
MO,Saint Charles,700
MN,Osseo,699
MN,Maple Grove,698
MI,Dearborn,698
MO,Independence,698
IA,Council Bluffs,698
SC,Goose Creek,697
CA,Santa Maria,697
TN,Goodlettsville,695
PA,Manheim,693
CT,Norwalk,692
TX,Lewisville,691
NE,Papillion,689
MO,Lees Summit,689
NY,Tarrytown,688
TX,Kingwood,688
OH,Westerville,688
UT,Provo,687
NJ,Union,686
State,City,City_Count
CT,Windsor,685
UT,Spanish Fork,685
CA,Goleta,684
FL,Estero,682
UT,Tooele,682
MA,Waltham,681
SC,Bowman,681
UT,Layton,680
CA,Burlingame,679
CT,Waterbury,676
IL,Wadsworth,676
PA,Abington,675
MI,Taylor,672
TX,Round Rock,671
LA,Metairie,670
OR,Blue River,669
FL,Cocoa,668
MD,Lutherville Timonium,667
MA,Chelmsford,667
CA,Malibu,666
FL,Longwood,663
CA,Pleasant Hill,659
GA,Buford,658
OR,The Dalles,657
CA,Agoura Hills,656
CT,Westport,655
MA,Medford,651
FL,Brandon,651
NY,Bay Shore,650
CA,Benicia,650
WA,Puyallup,648
FL,Seminole,648
PA,Horsham,646
GA,Lithonia,645
NV,Carson City,645
VA,Chester,643
PA,King Of Prussia,642
CA,La Crescenta,642
IL,Darien,641
MD,Linthicum Heights,640
CA,La Jolla,640
CA,Aptos,638
MD,Pikesville,637
NY,Mount Vernon,637
FL,Milton,637
KY,Erlanger,637
UT,North Salt Lake,636
CA,Chatsworth,636
MA,Lexington,636
CA,Brentwood,635
VA,Chantilly,635
VA,Sandston,634
NJ,Elizabeth,634
AZ,Surprise,633
CA,Newbury Park,633
NJ,Irvington,632
OR,Seaside,629
DE,New Castle,629
CT,Milford,629
FL,Hudson,627
OR,Beaverton,627
SC,Travelers Rest,627
CA,Galt,623
NJ,Bloomfield,623
MD,Glen Burnie,623
NY,Merrick,621
SC,Darlington,620
UT,Orem,620
IL,Pekin,619
NY,Yorktown Heights,617
CA,Mill Valley,615
CA,Phelan,612
CA,El Dorado Hills,611
VA,Williamsburg,611
RI,East Providence,611
CA,Westlake Village,610
CA,Woodland,609
CT,Stamford,609
OR,Tualatin,609
NJ,Phillipsburg,608
IN,Gary,608
VA,Petersburg,608
NJ,South Amboy,607
SC,Gaston,605
State,City,City_Count
SC,Chapin,604
MO,Bridgeton,604
MN,Inver Grove Heights,604
FL,Fort Pierce,603
CA,Oroville,603
TX,Denton,603
CA,Citrus Heights,603
IL,Antioch,601
SC,Little River,601
NY,Fishkill,599
CA,Porter Ranch,599
OR,Redmond,598
FL,Deland,598
NC,Matthews,598
PA,Hatboro,596
AZ,Goodyear,593
IL,Lake Villa,593
CA,Rocklin,592
IL,La Grange,590
NY,Huntington Station,589
SC,Camden,589
IL,North Chicago,588
VA,Vienna,588
UT,Clearfield,587
FL,Tarpon Springs,587
CA,Artesia,583
FL,Miami Gardens,582
IL,Buffalo Grove,581
OR,Central Point,578
UT,Magna,578
IN,Columbus,578
FL,Punta Gorda,577
TX,Hurst,576
WI,Green Bay,576
TX,Lancaster,573
IL,Round Lake,571
FL,Maitland,571
PA,Elkins Park,566
CA,Rialto,566
NJ,Paterson,565
SC,Elgin,564
NY,Cortlandt Manor,564
NY,Hawthorne,564
CO,Pueblo,563
MO,Chesterfield,561
CA,La Mesa,561
DE,Newark,560
SC,Pelzer,560
KS,Olathe,558
PA,Bethlehem,557
NY,Little Neck,556
NY,West Harrison,556
AZ,Buckeye,555
CA,Ripon,555
CA,Half Moon Bay,555
CA,Del Mar,554
OH,Dublin,552
SC,Hartsville,551
CA,Huntington Beach,549
AZ,Tolleson,549
SC,Roebuck,549
CA,Hercules,545
CA,American Canyon,544
NJ,Parsippany,543
PA,Hatfield,542
CA,Spring Valley,542
CO,Larkspur,542
MD,Rosedale,541
CA,Laguna Hills,541
LA,Scott,541
WA,Arlington,540
VA,North Chesterfield,540
MA,Reading,540
CA,Cardiff By the Sea,539
MD,Ellicott City,539
WA,Mountlake Terrace,539
FL,Davenport,538
NY,Webster,538
CA,Campbell,537
SC,Yemassee,537
CT,Fairfield,535
IL,Naperville,533
MA,Woburn,533
PA,Lititz,532
TX,Duncanville,532
NY,Brentwood,532
State,City,City_Count
NY,Astoria,531
SC,Ridgeland,530
SC,Laurens,530
CA,Huntington Park,529
FL,Orange Park,529
SC,Georgetown,528
TX,Grapevine,526
OR,Cottage Grove,526
NJ,Cranford,525
OR,Woodburn,525
AL,Decatur,523
OR,Aurora,523
NJ,Paramus,522
MI,Allen Park,521
MD,Elkridge,521
IA,Cedar Rapids,521
MO,Hazelwood,520
NY,Whitestone,518
UT,Cedar City,518
NY,Utica,518
MN,Rogers,517
CA,Altadena,515
SC,Dillon,515
CA,Antelope,514
FL,Seffner,513
NY,Long Island City,513
AZ,Gilbert,513
SC,Cowpens,513
OH,Grove City,512
CA,Merced,511
IL,Vernon Hills,510
CA,Ceres,510
SC,Saint Matthews,510
CA,Grand Terrace,510
WA,Snohomish,510
MD,Nottingham,510
AZ,Flagstaff,508
IL,Zion,507
MD,Catonsville,506
CA,Belmont,505
CA,San Pedro,505
NY,Suffern,504
PA,Bensalem,504
NY,Lagrangeville,504
CA,Norco,501
SC,Blacksburg,501
MN,Lakeville,501
CA,Millbrae,500
SC,Clover,499
NH,Nashua,499
IL,East Peoria,499
MD,Lanham,498
NY,Wappingers Falls,498
CA,Redding,498
MD,Bel Air,497
UT,Kaysville,496
CA,San Luis Obispo,495
CA,French Camp,493
MA,Peabody,492
CA,Folsom,492
TX,Bellaire,492
MI,Canton,491
AZ,Maricopa,491
SC,Bluffton,490
FL,Land O Lakes,490
CA,Chico,490
MN,Shakopee,489
SC,Swansea,489
TX,Conroe,488
OR,Madras,488
SC,Bishopville,486
PA,Wynnewood,486
IA,West des Moines,485
RI,Lincoln,485
CA,San Juan Bautista,485
CA,Tulare,484
OH,Independence,484
CO,Commerce City,483
TX,Balch Springs,483
MA,Methuen,482
MD,Greenbelt,479
PA,Ardmore,479
GA,Lawrenceville,477
State,City,City_Count
CA,Calistoga,473
SC,Winnsboro,473
IL,Addison,473
CA,Menifee,473
FL,Jupiter,472
NJ,Hackettstown,471
SC,Belton,470
NY,Roslyn Heights,470
MA,North Billerica,469
NJ,East Brunswick,469
CA,Shingle Springs,467
FL,Wildwood,467
NY,Beacon,467
FL,Miami Beach,467
NY,Westbury,467
TX,Katy,467
GA,Lithia Springs,466
SC,Loris,466
MD,Curtis Bay,464
FL,Holiday,463
MI,Linden,463
UT,Farmington,462
WA,Issaquah,462
MA,Milton,462
VA,Suffolk,461
WA,Mercer Island,460
SC,Hardeeville,460
NY,East Elmhurst,460
PA,Bryn Mawr,459
CT,West Hartford,459
OR,Chiloquin,457
CA,City Of Industry,457
CA,Sebastopol,455
MD,Beltsville,455
MD,Parkville,453
SC,Graniteville,452
MI,Jackson,452
SC,Longs,451
MD,Bowie,451
CA,Winchester,450
LA,Port Allen,449
NJ,Blackwood,448
TX,Cedar Park,448
TN,Whites Creek,446
NJ,Woodbury,445
FL,Port Richey,445
MI,Auburn Hills,444
CO,Parker,443
MA,Quincy,443
IL,Wauconda,442
IL,Northbrook,441
NY,Ballston Spa,440
VA,Portsmouth,439
VA,Ashland,438
LA,Youngsville,438
MD,Joppa,437
MA,Burlington,436
MI,Brighton,436
NY,Wantagh,436
CA,Valyermo,436
MD,Windsor Mill,435
IA,Urbandale,435
CA,San Fernando,435
CA,Carpinteria,433
NY,Irvington,433
FL,Dade City,432
LA,Broussard,432
SC,Liberty,432
NJ,Iselin,431
GA,Clarkston,431
CA,Orangevale,431
MI,Troy,430
NY,Carmel,430
FL,Port Saint Lucie,429
NJ,Camden,429
OR,Astoria,428
CA,Marysville,428
CA,Wilmington,428
CT,Plainville,427
RI,Johnston,425
UT,Morgan,425
IL,Highland Park,425
NE,La Vista,424
MI,Ypsilanti,423
KY,Newport,422
FL,Ellenton,422
NY,Fresh Meadows,422
MD,Gwynn Oak,422
MA,Framingham,422
State,City,City_Count
SC,Fountain Inn,421
CO,Arvada,421
TX,Bedford,421
SC,Wellford,420
OR,Eagle Point,420
IL,Hillside,419
MI,Clarkston,418
TN,Franklin,418
MA,Wilmington,417
CA,Camp Pendleton,417
NY,North Salem,416
TN,Joelton,416
FL,Ormond Beach,416
FL,Gibsonton,416
GA,Newnan,416
VA,Winchester,415
CA,March Air Reserve Base,415
GA,Austell,415
CA,San Carlos,415
NC,Wendell,414
FL,Okeechobee,414
AL,Prattville,414
OR,West Linn,414
LA,Lake Charles,413
MN,Hastings,413
FL,Merritt Island,412
MD,Towson,412
TX,Webster,411
WI,Oak Creek,411
FL,Clermont,411
SC,Beech Island,410
SC,Leesville,410
LA,Baker,410
CA,Lake Forest,409
NE,Elkhorn,409
NY,South Ozone Park,408
OR,Oregon City,408
CA,Nevada City,408
NY,Bronxville,407
CA,Patterson,407
MA,Worcester,406
SC,Pickens,405
NY,Mount Kisco,403
SC,Gray Court,403
UT,Hurricane,402
NY,Melville,401
CA,Salida,401
WV,Charleston,401
OR,Coos Bay,401
CO,Wheat Ridge,400
PA,Reading,399
SC,Saint George,399
WI,Brookfield,399
MN,Monticello,399
CA,Acampo,398
WA,Redmond,398
CO,Johnstown,398
CA,Jurupa Valley,397
NJ,North Bergen,397
MI,Holly,396
NJ,Lawrence Township,396
PA,Wyncote,395
MA,Braintree,394
OR,Ontario,393
NJ,Hillside,393
CA,Carmel,392
RI,East Greenwich,391
SC,Chesnee,391
SC,York,391
IN,Hammond,391
NC,Pineville,390
PA,Chester,390
FL,Panama City,390
VA,Mechanicsville,390
CA,El Sobrante,389
CA,Crockett,389
NY,Pittsford,388
NC,Davidson,388
NJ,Bordentown,387
NJ,Fords,387
State,City,City_Count
SC,Batesburg,386
MD,Millersville,386
OR,Wolf Creek,386
IL,Winfield,385
UT,American Fork,385
MI,Harper Woods,384
CT,Wethersfield,384
CA,Lakewood,384
PA,Elizabethtown,384
MI,Clinton Township,384
SC,Pawleys Island,383
CA,Healdsburg,382
UT,Fillmore,381
NJ,Toms River,381
CA,Scotts Valley,381
OR,Arlington,381
NJ,Weehawken,381
CA,La Verne,380
CA,Castroville,380
OR,Newberg,379
OR,Oakland,378
FL,Ruskin,378
OR,Clackamas,378
IL,Schaumburg,377
MD,Jessup,377
NJ,Clark,377
NY,Queens Village,377
CA,Saratoga,376
SC,Latta,376
NY,Valley Stream,376
CA,Monterey,376
SC,Timmonsville,376
VA,Purcellville,375
MN,Saint Cloud,375
NH,Londonderry,374
CT,Rocky Hill,374
NY,Tonawanda,373
NE,Gretna,372
NY,Mamaroneck,371
CA,Los Banos,371
OR,Myrtle Creek,370
MI,Harrison Township,369
MA,Weston,368
PA,New Cumberland,368
NY,Central Valley,367
GA,Jackson,367
NY,Putnam Valley,367
NJ,Teaneck,366
MD,Chevy Chase,365
VA,Colonial Heights,365
AZ,Sun City,365
UT,Coalville,365
CA,Corte Madera,364
CA,Santa Paula,364
NY,Jericho,364
NY,Fairport,362
FL,Pembroke Pines,362
GA,Cartersville,362
AL,Oneonta,361
MD,Aberdeen,361
PA,Carlisle,361
CA,Stevenson Ranch,360
CT,Stratford,360
MN,South Saint Paul,359
TX,Rockwall,359
NC,Clayton,359
NY,Armonk,358
IL,Lincolnshire,358
OR,Huntington,358
MO,O Fallon,357
NC,Statesville,356
CA,Thousand Oaks,356
AL,Daphne,356
CA,Rodeo,355
OR,Jefferson,355
CA,Moorpark,355
FL,Lake Mary,354
OH,Bedford,354
TX,Buda,353
IL,Bolingbrook,352
NY,Scarsdale,352
CA,Hanford,352
CA,Byron,351
FL,Ocoee,351
UT,Nephi,351
SC,Eastover,351
State,City,City_Count
FL,Vero Beach,350
OR,Baker City,350
SC,Richburg,350
SC,Hopkins,350
NY,Troy,350
PA,Columbia,350
KY,Florence,350
GA,Conyers,350
UT,Centerville,350
IL,Deerfield,349
AL,Leeds,349
NJ,Gloucester City,348
VA,Salem,348
NY,Saratoga Springs,348
VA,Staunton,348
AL,Athens,347
UT,Roy,347
SC,Fair Play,346
PA,Souderton,346
SC,Harleyville,346
AL,Jemison,345
IN,Zionsville,345
NY,East Syracuse,345
NJ,Woodbridge,344
FL,Oviedo,344
MA,Chelsea,344
OH,Lewis Center,344
PA,Lafayette Hill,344
NY,West Babylon,343
PA,Carnegie,343
GA,Woodstock,343
CA,Brisbane,342
CA,Lost Hills,342
MA,Lowell,342
CA,Highland,341
CO,Brighton,341
